Index,0 [STRING] [0x0],1 [BYTE] [0x10],2 [STRING] [0x4],3 [BYTE] [0x11],4 [BYTE] [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 [STRING] [0x8],9 [STRING] [0xC],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [UBYTE] [0x28],13 [UINT] [0x18],14 [UBYTE] [0x29],15 [INT] [0x1C],16 [INT] [0x20]
2000491,"墓石用石材",0,"墓石用の石材",0,0,1,0,0,"用于加工墓石的石材。","",21251,1,99,0,0,83,85
2000492,"红褐色岩石",0,"赤茶けた岩石",0,0,1,0,0,"覆盖了消逝王都的岩石。","",21467,1,99,0,0,83,85
2000493,"蕴含魔力的岩石",0,"魔力を帯びた岩石",0,0,1,0,0,"覆盖了消逝王都的岩石，蕴含有魔力。","",21469,1,99,0,0,83,85
2000494,"钝色的砂砾",0,"輝きのない砂利",0,0,1,0,0,"看上去这些砂砾里没有沙金。","",22629,1,99,0,0,83,85
2000495,"闪光的砂砾",0,"わずかに輝く砂利",0,0,1,0,0,"虽然一闪一闪的，不过看上去这些沙砾里没有沙金。","",22629,1,99,0,0,83,85
2000496,"苔藓覆盖的石材",0,"苔むした石材",0,0,1,0,0,"格尔莫拉时期的石材，现在已经被苔藓覆盖了。","",21252,1,99,0,0,83,85
2000497,"优质的粉砂岩",0,"良質のシルト岩",0,0,1,0,0,"由粉砂沉积而成的岩石。","",21453,1,99,0,0,83,85
2000498,"石壁用石材",0,"石壁用の石材",0,0,1,0,0,"外型平整的石材，很适合用于建造石壁。","",21251,1,99,0,0,83,85
2000499,"积土的岩石",0,"土まみれの石",0,0,1,0,0,"岩石上落了一层厚厚的土，完全不是金块的样子。","",21206,1,99,0,0,83,85
2000500,"刻字的岩石",0,"文字が刻まれた石",0,0,1,0,0,"岩石上刻着一些古代的文字，完全不是金块的样子。","",21307,1,99,0,0,83,85
2000501,"酿造库用的燧石",0,"醸造庫用の火打石",0,0,1,0,0,"燧石的碎块，大小非常合手。","",21451,1,99,0,0,83,85
2000502,"石壁的碎片",0,"石壁の欠片",0,0,1,0,0,"石场水车的石壁的碎片。","",21251,1,99,0,0,83,85
2000503,"镇守灯笼用的石材",0,"守灯籠用の石材",0,0,1,0,0,"制作镇守灯笼用的石材，根据传统只能在特定地点进行采集。","",21251,1,99,0,0,83,85
2000504,"褐色的小碎片",0,"茶色に輝く小石",0,0,1,0,0,"看上去像是小麦酒瓶的碎片。","",21458,1,99,0,0,83,85
2000505,"绿色的小碎片",0,"緑色に輝く小石",0,0,1,0,0,"看上去像是葡萄酒瓶的碎片。","",21459,1,99,0,0,83,85
2000506,"优质的铁矿",0,"良質の鉄鉱",0,0,1,0,0,"含有铁的优质矿石。","",21202,1,99,0,0,83,85
2000507,"古代的贝壳",0,"古代の貝殻",0,0,1,0,0,"在贝冢发现的古代贝壳，大概是古代尼姆人丢掉的。","",22253,1,99,0,0,83,85
2000508,"莫拉比牡蛎",0,"モラビーオイスター",0,0,1,0,0,"分布在威尔布兰德岛南岸礁岩上的双壳贝类，味道非常鲜美。","",29015,1,99,0,0,83,85
2000509,"罗罗特恩的名片",0,"宝石商ロロトンの名刺",0,0,1,0,0,"宝石商人罗罗特恩的名片，两面都写满了密密麻麻的文字。","",25918,1,1,66153,3,83,85
2000510,"洞山羊里脊",0,"ミオトラグスのサーロイン",0,0,1,0,0,"洞山羊的里脊肉，肉块很厚。","",25152,1,5,66160,3,83,85
2000511,"土针鼹肉",0,"ツコツコの肉",0,0,1,0,0,"土针鼹的肉，肉质很硬。","",25155,1,5,66167,3,83,85
2000512,"船长室的钥匙",0,"船長室の鍵",0,0,1,0,0,"用来打开船长室门锁的钥匙。","",25902,1,1,0,0,83,85
2000513,"海人门的钥匙",0,"海人門の鍵",0,0,1,0,0,"用来打开海人门门锁的钥匙。","",25903,1,1,0,0,83,85
2000514,"处罚室的钥匙",0,"懲罰房の鍵",0,0,1,0,0,"用来打开处罚室门锁的钥匙。","",25904,1,1,0,0,83,85
2000515,"伊桑巴德的介绍信",0,"イセムバードの紹介状",0,0,1,0,0,"伊桑巴德所写的介绍信。","",25918,1,1,66155,3,83,85
2000516,"火元精核心",0,"ファイアスプライトの核",0,0,1,0,0,"这种核心可以用来充当点火装置，各种情况下都有可能用到。","",21261,1,99,0,3,83,85
2000517,"准备下葬的遗体",0,"埋葬を待つ遺体",0,0,1,0,0,"死者的遗体，正在等待下葬。","",26024,1,1,66156,3,83,85
2000518,"可疑的传单",0,"怪しいビラ",0,0,1,0,0,"在蜥蜴人军阵地发现的可疑传单。","",25906,1,1,0,3,83,85
2000519,"巴德龙的草书",0,"バデロンの走り書き",0,0,1,0,0,"沉溺海豚亭的巴德龙所给的潦草书信。","",26153,1,1,66080,3,83,85
2000520,"奇怪的书简",0,"怪しい書簡",0,0,1,0,0,"书简上记载的文字非常奇妙。","",26151,1,1,66225,3,83,85
2000521,"避难地正门的钥匙",0,"避難地の主門の鍵",0,0,1,0,0,"用来打开避难地正门门锁的钥匙。","",25904,1,1,0,0,83,85
2000522,"用旧的匕首",0,"使いこまれたナイフ",0,0,1,0,0,"水手很常用的典型匕首。","",30401,1,1,66079,3,83,85
2000523,"盖有罗纱的箱子",0,"羅紗張りの箱",0,0,1,0,0,"八分仪广场的嘉·娜希姆所给的小箱子。","",21002,1,1,66226,3,83,85
2000524,"运输商品",0,"狙われた商品",0,0,1,0,0,"原本是运输途中的货物，由于遭到几个无赖斧术师袭击而掉在了地上。","",25919,1,2,65792,3,83,85
2000525,"西盖尔德的水袋",0,"シガードの水袋",0,0,1,0,0,"应该是西盖尔德的物品，水袋破了，里面已经没水了。","",24454,1,1,65853,3,83,85
2000526,"西盖尔德的皮包",0,"シガードの革鞄",0,0,1,0,0,"应该是西盖尔德的物品，好像被踩过，变得破破烂烂的。","",23001,1,1,65853,3,83,85
2000527,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000528,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000529,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000530,"色彩鲜艳的羽毛",0,"色鮮やかな羽",0,0,1,0,0,"秃鹫的羽毛，色彩非常鲜艳。","",21907,0,99,0,3,83,85
2000531,"黄铁矿碎片",0,"黄鉄鉱の欠片",0,0,1,0,0,"从矿爬虫背后的甲壳上剥离下来的小碎片。","",21207,0,99,0,3,83,85
2000532,"柔软的毒蜥蜴粗皮",0,"柔らかなペイストの粗皮",0,0,1,0,0,"毒蜥蜴的粗皮，非常柔软。","",21822,0,99,0,3,83,85
2000533,"海月水母的鳔袋",0,"オーレリアのバラスト袋",0,0,1,0,0,"水母用来调整浮空高度的鳔袋，里面装有海水。","",29005,0,99,0,3,83,85
2000534,"风元精核心",0,"ウィンドスプライトの核",0,0,1,0,0,"这种比空气还轻的核心经常用来风干鱼和肉。","",21262,0,99,0,3,83,85
2000535,"雷元精核心",0,"ライトニングスプライトの核",0,0,1,0,0,"捕鱼人有时会用这种核心来电晕水中的鱼。","",21265,0,99,0,3,83,85
2000536,"掉落的货物",0,"落ちた積荷",0,0,1,0,0,"拉车的陆行鸟失控了，结果货物落了一地。","",21003,0,99,0,3,83,85
2000537,"骗来的贵金属",0,"隠された貴金属",0,0,1,0,0,"混在普通货物中的金银珠宝。","",21002,0,99,0,3,83,85
2000538,"渡渡鸟腐肉",0,"ドードーの腐肉",0,0,1,0,0,"这袋子里的肉已经腐坏了……","",25158,0,99,0,3,83,85
2000539,"古代的土器",0,"古代の土器",0,0,1,0,0,"看起来相当古老的土器，大概是贝拉哈迪亚时代的制品。","",25055,0,99,0,3,83,85
2000540,"偏属性水晶",0,"偏属性クリスタル",0,0,1,0,0,"特别偏重一种属性的水晶。","",20664,0,99,0,3,83,85
2000541,"新鲜的低地葡萄",0,"新鮮なローランドグレープ",0,0,1,0,0,"产自威尔布兰德岛的一种水果，酸甜可口还可以用来酿酒。","",25309,0,99,0,3,83,85
2000542,"妖花的种子",0,"妖花の種",0,0,1,0,0,"一种妖花类植物的种子，毒性很强。","",25919,0,99,0,3,83,85
2000543,"渡渡鸟的种蛋",0,"ドードーの有精卵",0,0,1,0,0,"很重的渡渡鸟蛋，看上去仔细照料一段时间就会孵出小鸟。","",25251,0,99,0,3,83,85
2000544,"试饮用的麦酒",0,"試飲用のエール",0,0,1,0,0,"在来往的人们休息时可以品尝一下香醇的麦酒。","",25057,0,99,0,3,83,85
2000545,"漂流的酒瓶",0,"漂着したワイン",0,0,1,0,0,"随着波浪漂流到海岸边的酒瓶。","",25057,0,99,0,3,83,85
2000546,"特制镇定药",0,"特製の沈静薬",0,0,1,0,0,"炼金术士阿莱温开发的新药，闻起来有点苦。","",20625,1,99,0,1,83,85
2000547,"爆弹怪的中指",0,"ボムの中指",0,0,1,0,0,"气体生物爆弹怪手上拔下的中指。","",30201,1,99,0,3,83,85
2000548,"初萤",0,"初蛍",0,0,1,0,0,"据说小恶魔类生物非常讨厌初萤发出的光。","",25919,1,99,0,3,83,85
2000549,"火元精核心",0,"ファイアスプライトの核",0,0,1,0,0,"这种核心可以用来充当点火装置，各种情况下都有可能用到。","",21261,1,99,0,3,83,85
2000550,"妖红花的花粉块",0,"ローズリングの花粉塊",0,0,1,0,0,"这种花粉毒性很强，吸进体内会对鼻子和肺部造成很大伤害。","",25919,1,99,0,3,83,85
2000551,"鬼火种",0,"鬼火の種",0,0,1,0,0,"妖火的残火，据说小恶魔类生物很讨厌这种光。","",25911,1,99,0,3,83,85
2000552,"妖异全集«滴落腐液的怪物»之页",0,"妖異全集「腐汁滴らせし者」の頁",0,0,1,0,0,"封印着来自虚无界妖异的魔法书页，以禁忌之血写成。","",26151,0,99,0,3,83,85
2000553,"妖异全集«暗夜潜行的怪物»之页",0,"妖異全集「闇夜を歩きし者」の頁",0,0,1,0,0,"封印着来自虚无界妖异的魔法书页，以禁忌之血写成。","",26151,0,99,0,3,83,85
2000554,"妖异全集«烈焰旺盛的怪物»之页",0,"妖異全集「燃えさかりし者」の頁",0,0,1,0,0,"封印着来自虚无界妖异的魔法书页，以禁忌之血写成。","",26151,0,99,0,3,83,85
2000555,"妖异全集«烈焰高涨的怪物»之页",0,"妖異全集「燃えあがりし者」の頁",0,0,1,0,0,"封印着来自虚无界妖异的魔法书页，以禁忌之血写成。","",26151,0,99,0,3,83,85
2000556,"蔓德拉的双叶",0,"マンドラゴラの双葉",0,0,1,0,0,"蔓德拉头上的叶子，可以进行光合作用。","",25009,1,99,0,3,83,85
2000557,"鹈鹕肉",0,"ペリカンの肉",0,0,1,0,0,"鹈鹕的肉向来又硬又难以咀嚼，除非一口吞掉。","",25155,1,99,0,3,83,85
2000558,"流光水晶",0,"発光性クリスタル",0,0,1,0,0,"集中的属性之力令水晶发出强烈的光芒。","",20664,1,99,0,3,83,85
2000559,"魔导通信机",0,"商談用の魔導通信機",0,0,1,0,0,"加雷马帝国制造的小型通信机，可以用于远距离联络。","",21002,1,99,0,3,83,85
2000560,"雷元精核心",0,"ライトニングスプライトの核",0,0,1,0,0,"捕鱼人有时会用这种核心来电晕水中的鱼。","",21265,1,99,0,3,83,85
2000561,"虹蝶贝",0,"虹蝶貝",0,0,1,0,0,"五颜六色的贝壳十分靓丽，经常被用于制作各种手工艺品。","",22254,0,99,0,0,83,85
2000562,"关于地灵族的记录",0,"コボルド族に関する覚書き",0,0,1,0,0,"里面整理归纳了拉诺西亚低地地区地灵族的动向。","",25918,1,1,66022,3,83,85
2000563,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000564,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000565,"魔力圣火像",0,"聖火の彫像",0,0,1,0,0,"刻有象征魔力的圣火纹样的雕像。","",26018,1,1,0,0,83,85
2000566,"智慧果实像",0,"葡萄の彫像",0,0,1,0,0,"刻有象征智慧的果实纹样的雕像。","",26016,1,1,0,0,83,85
2000567,"财富金刚像",0,"金剛の彫像",0,0,1,0,0,"刻有象征财富的金刚纹样的雕像。","",26017,1,1,0,0,83,85
2000568,"武力头盔像",0,"大兜の彫像",0,0,1,0,0,"刻有象征武力的头盔纹样的雕像。","",26019,1,1,0,0,83,85
2000569,"特制香烩时蔬",0,"",0,0,1,0,0,"亚妮亲手烹饪的香烩时蔬。","",24108,1,1,65547,3,83,85
2000570,"盖娃的项环",0,"",0,0,1,0,0,"盖娃制作的项环。","",48340,1,1,0,3,83,85
2000571,"琥珀色药液",0,"飴色の薬液",0,0,1,0,0,"通过炼金术制成的肥料，对草木纲的魔物很有吸引力。","",20644,1,1,66246,3,83,85
2000572,"狩猎工具箱",0,"狩猟用道具箱",0,0,1,0,0,"放有狩猎时使用的陷阱等工具的箱子。","",21003,1,3,66248,3,83,85
2000573,"乳根",0,"ミルクルート",0,0,1,0,0,"里面含有乳白色的树汁，送给妖精们最合适不过。","",21005,1,1,66251,3,83,85
2000574,"给族长的亲笔信",0,"長老宛の親書",0,0,1,0,0,"嘉恩·艾·神纳写给妖精族族长的亲笔信。","",25918,1,1,66251,3,83,85
2000575,"小手杖",0,"小さな杖",0,0,1,0,0,"即使对于拉拉菲尔来说，这把手杖的尺寸也有点小，大概更合适妖精的手吧。","",32403,1,1,66252,3,83,85
2000576,"新绿嫩叶",0,"新緑の若葉",0,0,1,0,0,"一眼看去还以为是基萨尔野菜。","",25016,1,3,66252,3,83,85
2000577,"红菇",0,"トレントのどんぐり",0,0,1,0,0,"据说艾欧泽亚曾经的原住民们喜欢将这种菌类加工成战妆的颜料。","",25406,1,5,66254,3,83,85
2000578,"补给品清单",0,"補給品目録",0,0,1,0,0,"清单上列出了要运到帝国军的物品。","",26151,1,1,66255,3,83,85
2000579,"绢丝",0,"絹糸",0,0,1,0,0,"利用妖精族的传统方法纺织出的绢丝。","",21657,1,3,66259,3,83,85
2000580,"空木桶",0,"空の木桶",0,0,1,0,0,"从巴斯卡隆酒家搬来的木桶。","",22637,1,1,66262,3,83,85
2000581,"装有冷水的木桶",0,"冷水入りの木桶",0,0,1,0,0,"木桶里装满了河流中的冷水。","",22642,1,1,66262,3,83,85
2000582,"羚羊的内脏",0,"アンテロープの臓物",0,0,1,0,0,"新鲜的内脏， 是献给森林守护者的供品，还有着余温。","",25919,1,4,66264,3,83,85
2000583,"妖花花瓣",0,"妖花の花弁",0,0,1,0,0,"色彩鲜艳的花瓣，是献给森林守护者的供品。","",22627,1,2,66264,3,83,85
2000584,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000585,"沾满泥土的土器",0,"泥まみれの土器",0,0,1,0,0,"从地下挖出来的土器，好像是格尔莫拉时代的制品。","",22603,1,8,66267,3,83,85
2000586,"火壶",0,"火炎壺",0,0,1,0,0,"壶里面塞满了爆弹怪的爪子。","",25051,1276,3,66268,1,83,85
2000587,"红石耳饰",0,"紅石の耳飾り",0,0,1,0,0,"特特卢恩落下的东西，耳饰上的红石非常好看。","",48516,1,1,66269,3,83,85
2000588,"空桶",0,"空き樽",0,0,1,0,0,"很大的空桶，甚至能装下一家子拉拉菲尔。","",22261,1,1,66270,3,83,85
2000589,"装有清水的桶",0,"清水入りの樽",0,0,1,0,0,"桶里装满了从愚者瀑布取来的清水。","",22261,1,1,66270,3,83,85
2000590,"长须豹幼崽的胡须",0,"クァール・パップの髭",0,0,1,0,0,"长须豹的幼崽要长出这么长的胡须至少需要一整年，不过剪下这根胡须只需不到一分钟。","",25919,1,5,66270,3,83,85
2000591,"手工熟食套餐",0,"お手製卵弁当",0,0,1,0,0,"里面装有很多蛋类菜肴，诸如拉诺西亚吐司、白煮蛋、煎蛋、蛋花汤等等。","",22641,1,1,66271,3,83,85
2000592,"细长的化石",0,"細長い化石",0,0,1,0,0,"这个细长的形状好像是什么生物的骨头……","",22202,1,2,66272,3,83,85
2000593,"圆形的化石",0,"丸い化石",0,0,1,0,0,"好像是一种贝类的化石，圆圆的。","",22256,1,1,66272,3,83,85
2000594,"卢恩浊酒",0,"キキルン濁酒",0,0,1,0,0,"用卢恩族的传统方法酿出的浊酒。","",24402,1,1,66273,3,83,85
2000595,"阿泽玛玫瑰精油",0,"アーゼマローズの香油",0,0,1,0,0,"利用阿泽玛玫瑰制成的香油。","",20663,1,1,66279,3,83,85
2000596,"妖精族的亲笔信",0,"シルフ族の親書",0,0,1,0,0,"妖精暂留地的弗里克希奥族长所写的亲笔信。","",26151,1,1,66280,3,83,85
2000597,"空瓶",0,"",0,0,1,0,0,"小小的玻璃瓶，用来收集血样正好。","",20642,1,3,66281,1,83,85
2000598,"血蚤的鲜血",0,"",0,0,1,0,0,"黑色的鲜血，不知道为什么不会凝固。","",20641,1,3,66281,3,83,85
2000599,"手工稻草人",0,"手製のカカシ",0,0,1,0,0,"为了吓唬那些有翼纲魔物而做出来的假人。","",21003,1,4,66285,3,83,85
2000600,"毛球的鲜血",0,"ファーブルの生血",0,0,1,0,0,"深红色的鲜血，来自毛球这种神秘的生物。","",22601,1,3,66287,3,83,85
2000601,"无法解读的信",0,"怪しい紙片(仮)",0,0,1,0,0,"虽然看起来像一封信，但是里面的内容完全无法识别，也可能是其他什么东西。","",25918,1,1,66288,3,83,85
2000602,"给巧巧佐的报告",0,"キョキョゾ宛の報告書",0,0,1,0,0,"关于跨天桥遗迹的调查报告。","",26151,1,1,66289,3,83,85
2000603,"给高风飞行社的请愿书",0,"ハイウィンド飛空社宛の嘆願書",0,0,1,0,0,"希望高风飞行社能够开辟一条到达跨天桥的航线。","",26151,1,1,66291,3,83,85
2000604,"小火种",0,"小さな火種",0,0,1,0,0,"用来点燃狼烟的小火种。","",25911,1,1,66292,3,83,85
2000605,"仙人刺的果实",0,"サボテンの実",0,0,1,0,0,"看名字很容易和仙人掌的果实弄混，但是其实这两种生物的果实在任何方面都完全不一样。","",25310,1,5,66295,3,83,85
2000606,"纳尔札尔圣水",0,"ナルザルの聖水",0,0,1,0,0,"纳尔札尔教团所制作，据说可以防止被伊弗利特控制信仰。","",22614,306,1,66296,3,83,85
2000607,"萨纳兰红茶",0,"ザナラーン紅茶",0,0,1,0,0,"用萨纳兰所产的红茶配上大山羊奶外加一点仙人掌花蜜，实在是浓香可口。","",24405,1,3,66297,3,83,85
2000608,"黑衣苹果",0,"シュラウドアップル",0,0,1,0,0,"经过园艺工行会品种改良后生产出的苹果。","",25308,1,6,66304,3,83,85
2000609,"埋枝战斧",0,"バウバリーの戦斧",0,0,1,0,0,"卡斯伯特一族代代相传的古老战斧。","",31408,1,1,66307,3,83,85
2000610,"紫苏叶",0,"ペリラリーフ",0,0,1,0,0,"这种叶子会散发出一种很独特的香味。","",25201,1,1,66309,3,83,85
2000611,"姆恩·图伊酱汁",0,"ムントゥイソース",0,0,1,0,0,"利用姆恩·图伊豆发酵制成的调味料。","",25054,1,1,66309,3,83,85
2000612,"羚羊的大角",0,"アンテロープの大角",0,0,1,0,0,"尖锐的羚羊大角，几乎有普通羚羊角的两倍长。","",22204,1,4,66310,3,83,85
2000613,"去脓药膏",0,"手製の化膿止め",0,0,1,0,0,"阿拉米格传统手法制成药膏，巴斯卡隆还是很值得信赖的。","",22603,1,1,66310,3,83,85
2000614,"梅弗里德的推荐信",0,"グンドバルド宛の手紙",0,0,1,0,0,"梅弗里德写给古恩德巴尔德的推荐信。","",25918,1,1,66312,3,83,85
2000615,"毒蜥蜴的毒液",0,"ペイストの毒液",0,0,1,0,0,"酸臭的气味非常强烈，不过用途也很广泛。","",20661,1,1,66316,3,83,85
2000616,"爆破用炸药",0,"採掘用の発破",0,0,1,0,0,"外型很粗犷的炸药，主要用于开矿和开山作业。","",26015,1276,1,66323,1,83,85
2000617,"带电结晶",0,"雷気を放つ結晶",0,0,1,0,0,"带有雷属性的小水晶片。","",20005,1,5,66323,3,83,85
2000618,"客房的小钥匙",0,"コルク亭の鍵(仮)",0,0,1,0,0,"浮栓亭客房的小钥匙。","",25904,1,1,66324,3,83,85
2000619,"秋瓜浮村报告",0,"調査報告資料(仮)",0,0,1,0,0,"关于秋瓜浮村周围情况的报告书。","",26151,1,1,66325,3,83,85
2000620,"走味的麦酒",0,"木の栄養剤(仮)",0,0,1,0,0,"没什么味道的小麦酒。","",20643,1,3,66326,3,83,85
2000621,"封魔壶",0,"封魔の壺",0,0,1,0,0,"以太传导率很低的素烧壶。","",22603,1,1,66327,1,83,85
2000622,"活体魂石",0,"ゴーレム壺（核入り）(仮)",0,0,1,0,0,"巨像兵的魂石，仍然处于活动状态。","",22618,1,1,66327,3,83,85
2000623,"陆行鸟毛掸子",0,"羽箒(仮)",0,0,1,0,0,"利用陆行鸟的羽毛制作的掸子，稍微有点异味。","",21901,1,2,66328,3,83,85
2000624,"小小的密封信",0,"ゴゴラタの封書(仮)",0,0,1,0,0,"戈戈拉塔写的密封信。","",25918,1,1,66330,3,83,85
2000625,"戈戈拉塔的商品",0,"ゴゴラタの商売道具(仮)",0,0,1,0,0,"被卢恩人偷走的商品。","",21003,1,1,66331,3,83,85
2000626,"艾尔温的手工盒饭",0,"山師のお弁当(仮)",0,0,1,0,0,"浮栓亭特别制作，所用材料均为森林中的新鲜食材。","",22641,1,3,66332,3,83,85
2000627,"开山工油灯",0,"空のランプ(仮)",0,0,1,0,0,"装满油的时候这是开山工们最贴心的伴侣，但是这盏灯里没有油……","",21003,1,1,66333,1,83,85
2000628,"气球怪油灯",0,"ボムの燃料入りランプ(仮)",0,0,1,0,0,"油灯里有一只小小的气球怪，总觉得说不准什么时候就爆炸了。","",21003,1,2,66333,3,83,85
2000629,"开山工踏台",0,"脚立(仮)",0,0,1,0,0,"用来垫脚登上高处的踏台。","",21003,1,3,66334,3,83,85
2000630,"白百合纽扣",0,"白百合紋のボタン",0,0,1,0,0,"一颗纽扣，上面刻有白百合的花纹。","",25917,1,1,66336,3,83,85
2000631,"毒蟾魔菇伞",0,"トードスツールの胞子(仮)",0,0,1,0,0,"毒蟾魔菇的伞帽，五颜六色的。","",25407,1,5,66340,3,83,85
2000632,"特制玻璃瓶",0,"空の保存壺(仮)",0,0,1,0,0,"非常厚的玻璃瓶。","",22606,1,1,66341,1,83,85
2000633,"活体雷元精",0,"ライトニングスプライト保存壺(仮)",0,0,1,0,0,"瓶子里装着还算留有生命意识的雷元精。","",22606,1,1,66341,3,83,85
2000634,"萌芽池的水",0,"芽吹き池の水(仮)",0,0,1,0,0,"从萌芽池采取的水。","",22614,1,3,66342,3,83,85
2000635,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000636,"大个的鲱鱼",0,"大ぶりのヘリング",0,0,1,0,0,"这条鱼的大小非常适合用来当吸引魔物的诱饵。","",29010,1,1,66348,3,83,85
2000637,"夜蟾蜍腿肉",0,"トードのモモ肉",0,0,1,0,0,"几乎和大山羊的腿一样大了，但是更结实。","",25154,1,1,66348,3,83,85
2000638,"红菇",0,"ベニイロタケ",0,0,1,0,0,"据说艾欧泽亚曾经的原住民们喜欢将这种菌类加工成战妆的颜料。","",25406,1,1,66351,3,83,85
2000639,"黄沙香",0,"ウルダハスパイス(仮)",0,0,1,0,0,"炼金术士公会研制出的香，又会吸引到大批客人来访了。","",23001,1,1,66353,3,83,85
2000640,"掉落的木材",0,"木材(仮)",0,0,1,0,0,"弗洛朗掉落的木材。","",22453,1,3,66354,3,83,85
2000641,"精金龟的巨蛋",0,"アダマンタスの大卵",0,0,1,0,0,"巨大的精金龟产下的巨大的蛋。","",25251,1,1,66355,3,83,85
2000642,"火蛟的鲜血",0,"ドレイクの鮮血",0,0,1,0,0,"滚烫的火蛟鲜血，不知道为什么不会凝固。","",22601,1,7,66356,3,83,85
2000643,"染血的战戈",0,"血濡れのギザルメ",0,0,1,0,0,"乌·欧德·努恩从蜥蜴人族战士手中夺取的战利品。","",31817,1,1,66357,3,83,85
2000644,"蛮风首饰",0,"蛮風の首飾り",0,0,1,0,0,"由兽牙、兽骨以及兽爪拼成，根据具体组合还能够分辨出首饰主人的地位。","",48332,1,1,66357,3,83,85
2000645,"鮟鱇的尸体",0,"アングラーの死体",0,0,1,0,0,"已经腐坏了的尸体，再在太阳下放下去就会熟了。","",25919,1,1,66358,3,83,85
2000646,"盲头蟹的爪子",0,"ヤーゾンの歯(仮)",0,0,1,0,0,"盲头蟹的爪子向来锋利。","",22259,1,6,66361,3,83,85
2000647,"大号麻袋",0,"麻袋(仮)",0,0,1,0,0,"这个尺寸甚至能够装下一整只鮟鱇。","",22029,1,3,66366,1,83,85
2000648,"装有鮟鱇的麻袋",0,"アングラー入り麻袋(仮)",0,0,1,0,0,"这个尺寸正好装下了一整只鮟鱇。","",25919,1,3,66366,3,83,85
2000649,"玛瑙白兰地",0,"オニキスブランデー",0,0,1,0,0,"特别调制的白兰地酒，颜色像玛瑙一样美丽。","",25057,1,1,66367,3,83,85
2000650,"装肉的麻袋",0,"食料が入った袋(仮)",0,0,1,0,0,"库扎伊·塔扎伊准备的麻袋，用来装渡渡鸟的肉。","",25919,1,5,66369,3,83,85
2000651,"6星司火药",0,"爆薬(仮)",0,0,1,0,0,"用来进行爆破作业的火药，只要距离够远还是很安全的。","",25919,1276,3,66371,1,83,85
2000652,"狮子徽章",0,"戦士のメダル(仮)",0,0,1,0,0,"一块青铜的牌子，上面刻有狮子头的花纹。","",25917,1,3,66374,3,83,85
2000653,"开胃酒订单",0,"食前酒の注文票",0,0,1,0,0,"这张订单需要交给葡萄酒港的夏马尼·洛马尼。","",25918,1,1,66375,3,83,85
2000654,"优质木塞原材",0,"上質のコルク材(仮)",0,0,1,0,0,"用于制作葡萄酒瓶塞的材料。","",22454,1,5,66378,3,83,85
2000655,"洛马尼的红酒",0,"ローマニのワイン",0,0,1,0,0,"夏马尼·洛马尼第一次尝试做的红酒。","",25057,1,1,66381,3,83,85
2000656,"丛林长须豹的粗皮",0,"ジャングルクァールの粗皮",0,0,1,0,0,"丛林长须豹的皮什么时候看都是那么美丽。","",21817,1,4,66383,3,83,85
2000657,"椰子酒",0,"ココナッツワイン",0,0,1,0,0,"将树汁存放到椰子壳中自然发酵制成的酒，发酵的时间掌控非常重要。","",25315,1,3,66384,3,83,85
2000658,"酒神葡萄的树枝",0,"ブドウの苗(仮)",0,0,1,0,0,"普遍都认为酒神葡萄已经绝种了，这根树枝真是惊喜。","",22417,1,1,66386,3,83,85
2000659,"酒神之酒",0,"バッカスグレープの枝",0,0,1,0,0,"在第六星历1547年酿制的美酒。","",25057,1,1,66386,3,83,85
2000660,"风元精核心",0,"ウィンドスプライトの核(仮)",0,0,1,0,0,"比空气还轻的核心。","",21262,1,3,66387,3,83,85
2000661,"旅神葵花束",0,"コリブリの好きな蜜(仮)",0,0,1,0,0,"旅神葵的花会在长长的茎上随便什么地方长出来，要做成花束真是太不容易了。","",25022,1,4,66388,3,83,85
2000662,"三大美食",0,"三大珍味の料理",0,0,1,0,0,"白水大龟蛋、爆炒巨虫肉、哥布林蛋奶酥，三种极品美味。","",22261,1,3,66390,3,83,85
2000663,"鲜艳的花朵",0,"鮮やかな花々",0,0,1,0,0,"用于装饰餐桌的花，非常鲜艳。","",22631,1,3,66390,3,83,85
2000664,"酒神之酒",0,"バッカスの酒杯",0,0,1,0,0,"在第六星历1547年酿制的美酒。","",25057,1,2,66390,3,83,85
2000665,"布拉乌吉巴尔的归队申请",0,"上官への手紙(仮)",0,0,1,0,0,"布拉乌吉巴尔写给布鲁艾丁的归队申请书。","",25918,1,1,66394,3,83,85
2000666,"大个的暖水鳟",0,"川魚(仮)",0,0,1,0,0,"这条暖水鳟可以说是最大的了……","",29204,1,1,66395,3,83,85
2000667,"大号盐烤公主鳟",0,"焼き魚(仮)",0,0,1,0,0,"篝火烤鱼向来别有风味。","",24301,1,3,66395,3,83,85
